order,type,document_number,pracel_number,sub_district_no,location_id,rai,ngan,tarang_wa,usage_agriculture,usage_living,usage_other,usage_none,usage_misc,type_of_usage
4669,โฉนด,3710,1132,2042.0,05L017,0.0,1.0,3.2,0.0,103.2,0.0,0.0,0.0,living
4670,โฉนด,3708,1135,2039.0,05L018,0.0,1.0,5.1,0.0,105.1,0.0,0.0,0.0,living
4671,โฉนด,3715,1136,2047.0,05L019,0.0,1.0,5.1,0.0,105.1,0.0,0.0,0.0,living
4672,โฉนด,3712,1134,2044.0,05L020,0.0,1.0,3.2,0.0,103.2,0.0,0.0,0.0,living
4673,โฉนด,3714,1137,2046.0,05L021,0.0,1.0,3.2,0.0,103.2,0.0,0.0,0.0,living
4674,โฉนด,3711,1133,2041.0,05L022,0.0,0.0,96.0,0.0,0.0,96.0,0.0,0.0,other
4675,โฉนด,3713,1138,2045.0,05L023,0.0,1.0,3.2,0.0,103.2,0.0,0.0,0.0,living
4676,โฉนด,3719,1142,2050.0,05L024,0.0,1.0,5.1,0.0,105.1,0.0,0.0,0.0,living
4677,โฉนด,3722,1143,2053.0,05L025,0.0,1.0,5.1,0.0,105.1,0.0,0.0,0.0,living
4678,โฉนด,3718,1141,2049.0,05L026,0.0,1.0,3.2,0.0,103.2,0.0,0.0,0.0,living
4679,โฉนด,3721,1144,2052.0,05L027,0.0,1.0,3.2,0.0,103.2,0.0,0.0,0.0,living
4680,โฉนด,3717,1140,2048.0,05L028,0.0,1.0,3.2,0.0,103.2,0.0,0.0,0.0,living
4681,โฉนด,3720,1145,2051.0,05L029,0.0,1.0,3.2,0.0,103.2,0.0,0.0,0.0,living
4682,โฉนด,3725,1148,2057.0,05L030,0.0,1.0,5.1,0.0,105.1,0.0,0.0,0.0,living
4683,โฉนด,3728,1149,2059.0,05L031,0.0,1.0,5.1,0.0,105.1,0.0,0.0,0.0,living
4684,โฉนด,3724,1147,2055.0,05L032,0.0,1.0,3.3,0.0,103.3,0.0,0.0,0.0,living
4685,โฉนด,3727,1150,2058.0,05L033,0.0,1.0,3.2,0.0,103.2,0.0,0.0,0.0,living
4686,โฉนด,3723,1146,2054.0,05L034,0.0,1.0,3.2,0.0,103.2,0.0,0.0,0.0,living
4687,โฉนด,3726,1151,2056.0,05L035,0.0,1.0,3.2,0.0,103.2,0.0,0.0,0.0,living
4688,โฉนด,3729,1153,2060.0,05L036,0.0,1.0,58.0,0.0,114.3,43.75,0.0,0.0,living
4689,โฉนด,1838,1152,1647.0,05L037,0.0,3.0,43.0,0.0,343.0,0.0,0.0,0.0,living
4690,โฉนด,1230,1154,1648.0,05L038,0.0,0.0,44.2,0.0,44.2,0.0,0.0,0.0,living
4691,โฉนด,27930,624,3637.0,05L039/001,0.0,1.0,44.1,0.0,144.1,0.0,0.0,0.0,living
4692,โฉนด,27929,625,3636.0,05L039/002,0.0,1.0,21.4,121.4,0.0,0.0,0.0,0.0,agriculture
4693,โฉนด,27928,626,3635.0,05L039/003,0.0,1.0,50.9,0.0,150.9,0.0,0.0,0.0,living
4694,โฉนด,27927,1160,3634.0,05L039/004,0.0,1.0,34.4,0.0,134.4,0.0,0.0,0.0,living
4695,โฉนด,27926,1159,3633.0,05L039/005,0.0,1.0,4.3,0.0,104.3,0.0,0.0,0.0,living
4696,โฉนด,27925,1158,3632.0,05L039/006,0.0,1.0,47.9,0.0,147.9,0.0,0.0,0.0,living
4697,โฉนด,27924,1157,3631.0,05L039/007,0.0,1.0,72.7,0.0,0.0,172.7,0.0,0.0,other
4698,โฉนด,27923,1156,3630.0,05L039/008,1.0,0.0,6.6,406.6,0.0,0.0,0.0,0.0,agriculture
4699,โฉนด,27940,630,3647.0,05L039/009,0.0,1.0,1.1,0.0,101.1,0.0,0.0,0.0,living
4700,โฉนด,27939,629,3646.0,05L039/010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown
4701,โฉนด,27938,628,3645.0,05L039/011,0.0,1.0,45.6,0.0,145.6,0.0,0.0,0.0,living
4702,โฉนด,27937,627,3644.0,05L039/012,0.0,1.0,20.3,0.0,111.6,8.75,0.0,0.0,living
4703,โฉนด,27936,1161,3643.0,05L039/013,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4704,โฉนด,27935,1162,3642.0,05L039/014,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4705,โฉนด,27934,1163,3641.0,05L039/015,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4706,โฉนด,27933,1166,3640.0,05L039/016,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4707,โฉนด,27932,1167,3639.0,05L039/017,0.0,1.0,24.5,0.0,124.5,0.0,0.0,0.0,living
4708,โฉนด,27931,1170,3638.0,05L039/018,0.0,1.0,73.4,0.0,0.0,0.0,173.4,0.0,wasteland
4709,โฉนด,29686,631,3672.0,05L040/001,0.0,1.0,35.5,0.0,135.5,0.0,0.0,0.0,living
4710,โฉนด,29685,632,3671.0,05L040/002,0.0,1.0,19.6,0.0,119.6,0.0,0.0,0.0,living
4711,โฉนด,29684,633,3670.0,05L040/003,0.0,1.0,73.9,0.0,173.9,0.0,0.0,0.0,living
4712,โฉนด,29683,634,3669.0,05L040/004,0.0,1.0,50.3,0.0,150.3,0.0,0.0,0.0,living
4713,โฉนด,29682,635,3668.0,05L040/005,0.0,1.0,18.6,0.0,118.6,0.0,0.0,0.0,living
4714,โฉนด,29681,636,3667.0,05L040/006,0.0,1.0,18.3,0.0,118.3,0.0,0.0,0.0,living
4715,โฉนด,29680,1164,3666.0,05L040/007,0.0,1.0,18.0,0.0,0.0,0.0,118.0,0.0,wasteland
4716,โฉนด,29679,1165,3665.0,05L040/008,0.0,1.0,17.7,0.0,0.0,117.7,0.0,0.0,other
4717,โฉนด,145222,2909,6539.0,05L040/009,0.0,1.0,46.2,0.0,146.2,0.0,0.0,0.0,living
4718,โฉนด,29665,1169,3651.0,05L040/010,0.0,0.0,94.6,0.0,94.6,0.0,0.0,0.0,living
4719,โฉนด,29677,645,3663.0,05L040/011,0.0,1.0,30.0,0.0,130.0,0.0,0.0,0.0,living
4720,โฉนด,29676,644,3662.0,05L040/012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,misc
4721,โฉนด,29675,643,3661.0,05L040/013,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4722,โฉนด,29674,642,3660.0,05L040/014,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4723,โฉนด,29673,641,3659.0,05L040/015,0.0,0.0,62.4,0.0,62.4,0.0,0.0,0.0,living
4724,โฉนด,29672,640,3658.0,05L040/016,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4725,โฉนด,29671,639,3657.0,05L040/017,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4726,โฉนด,29670,638,3656.0,05L040/018,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4727,โฉนด,29669,637,3655.0,05L040/019,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4728,โฉนด,29668,1932,3654.0,05L040/020,0.0,1.0,24.5,0.0,124.5,0.0,0.0,0.0,living
4729,โฉนด,29666,1934,3652.0,05L040/021,0.0,2.0,0.0,0.0,200.0,0.0,0.0,0.0,living
4730,โฉนด,29667,1933,3653.0,05L040/022,0.0,0.0,71.2,0.0,0.0,0.0,71.2,0.0,wasteland
4731,โฉนด,145222,2909,6539.0,05L040/023,0.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,agriculture
4732,โฉนด,131618,778,5524.0,05L040/024,0.0,0.0,37.0,0.0,37.0,0.0,0.0,0.0,living
4733,โฉนด,1688,1155,1646.0,05L041,0.0,0.0,73.1,0.0,73.1,0.0,0.0,0.0,living
4734,โฉนด,1344,1171,1645.0,05L042,0.0,0.0,67.3,0.0,67.3,0.0,0.0,0.0,living
4735,โฉนด,1242,1172,1643.0,05L043,0.0,0.0,49.6,0.0,0.0,49.6,0.0,0.0,other
4736,โฉนด,1643,1935,1748.0,05L044,0.0,0.0,39.7,0.0,39.7,0.0,0.0,0.0,living
4737,โฉนด,8923,1179,2370.0,05L045,0.0,0.0,80.7,0.0,80.7,0.0,0.0,0.0,living
4738,โฉนด,2944,1178,1995.0,05L046,0.0,0.0,21.8,0.0,21.8,0.0,0.0,0.0,living
4739,โฉนด,80764,11,4598.0,05L046/001,0.0,0.0,20.7,0.0,20.7,0.0,0.0,0.0,living
4740,โฉนด,2945,1177,1996.0,05L047,0.0,1.0,21.4,0.0,111.4,10.0,0.0,0.0,living
4741,โฉนด,1048,1176,1635.0,05L048,0.0,0.0,96.8,0.0,88.8,8.0,0.0,0.0,living
4742,โฉนด,141065,2905,6344.0,05L048/001,0.0,0.0,24.2,0.0,24.2,0.0,0.0,0.0,living
4743,โฉนด,1091,1175,1636.0,05L049,0.0,0.0,88.3,0.0,88.3,0.0,0.0,0.0,living
4744,โฉนด,1316,1174,1637.0,05L050,0.0,0.0,78.3,0.0,75.3,3.0,0.0,0.0,living
4745,โฉนด,1245,1173,1638.0,05L051,0.0,0.0,66.7,0.0,0.0,66.7,0.0,0.0,other
4746,โฉนด,91935,14,4863.0,05L051/001,0.0,0.0,20.3,0.0,20.3,0.0,0.0,0.0,living
4747,โฉนด,1205,1936,1639.0,05L052,0.0,0.0,15.4,0.0,0.0,0.0,0.0,15.4,misc
4748,โฉนด,78581,9,4539.0,05L052/001,0.0,0.0,15.8,0.0,0.0,0.0,0.0,15.8,misc
4749,โฉนด,78580,8,4538.0,05L052/002,0.0,0.0,16.1,0.0,0.0,0.0,0.0,16.1,misc
4750,โฉนด,78579,7,4537.0,05L052/003,0.0,0.0,15.4,0.0,15.4,0.0,0.0,0.0,living
4751,โฉนด,1107,1937,1640.0,05L053,0.0,0.0,89.9,0.0,0.0,89.9,0.0,0.0,other
4752,โฉนด,1161,1938,1641.0,05L054,0.0,0.0,28.0,0.0,0.0,0.0,0.0,28.0,misc
4753,โฉนด,125871,2094,5362.0,05L054/001,0.0,0.0,18.2,0.0,18.2,0.0,0.0,0.0,living
4754,โฉนด,125870,2093,5361.0,05L054/002,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,misc
4755,โฉนด,125869,2092,5360.0,05L054/003,0.0,0.0,17.8,0.0,0.0,0.0,0.0,17.8,misc
4756,โฉนด,10818,1939,511.0,05L055,0.0,1.0,30.1,0.0,0.0,130.1,0.0,0.0,other
4757,โฉนด,26606,1940,3451.0,05L056,0.0,0.0,55.8,0.0,0.0,55.8,0.0,0.0,other
4758,โฉนด,29285,807,3587.0,05L057,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,other
4759,โฉนด,29286,808,3588.0,05L058,0.0,0.0,61.9,0.0,0.0,61.9,0.0,0.0,other
4760,โฉนด,69227,944,4325.0,05L059,0.0,0.0,54.5,0.0,0.0,0.0,54.5,0.0,wasteland
4761,โฉนด,73529,935,4419.0,05L059/001,0.0,0.0,33.5,0.0,0.0,33.5,0.0,0.0,other
4762,โฉนด,28466,809,3512.0,05L060,0.0,0.0,27.6,0.0,27.6,0.0,0.0,0.0,living
4763,โฉนด,85226,25,4709.0,05L061,0.0,0.0,78.6,0.0,65.7,12.95,0.0,0.0,living
4764,โฉนด,59530,618,3975.0,05L062,0.0,2.0,93.2,0.0,0.0,0.0,293.2,0.0,wasteland
4765,โฉนด,59531,619,1105.0,05L063,0.0,2.0,90.0,0.0,270.0,20.0,0.0,0.0,living
4766,โฉนด,59533,617,3977.0,05L064,0.0,1.0,71.8,0.0,0.0,0.0,171.8,0.0,wasteland
4767,โฉนด,87619,19,4799.0,05L064/001,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,wasteland
4768,โฉนด,59532,620,3976.0,05L065,0.0,2.0,70.9,0.0,0.0,0.0,270.9,0.0,wasteland
4769,โฉนด,59534,616,3978.0,05L066,0.0,3.0,68.2,0.0,0.0,0.0,368.2,0.0,wasteland
4770,โฉนด,29512,621,3620.0,05L067,0.0,2.0,71.0,0.0,0.0,0.0,271.0,0.0,wasteland
4771,โฉนด,44949,744,999.0,05L068,0.0,1.0,60.4,0.0,160.4,0.0,0.0,0.0,living
4772,โฉนด,44950,745,1000.0,05L069,0.0,1.0,43.1,0.0,0.0,143.1,0.0,0.0,other
4773,โฉนด,44951,746,1001.0,05L070,0.0,0.0,98.0,0.0,98.0,0.0,0.0,0.0,living
4774,โฉนด,27504,747,731.0,05L071,0.0,1.0,50.9,0.0,0.0,0.0,150.9,0.0,wasteland
4775,โฉนด,27640,748,760.0,05L072,0.0,0.0,91.4,0.0,91.4,0.0,0.0,0.0,living
4776,โฉนด,27503,646,732.0,05L073,3.0,3.0,35.5,1535.5,0.0,0.0,0.0,0.0,agriculture
4777,โฉนด,45017,749,1005.0,05L074,0.0,1.0,11.3,0.0,0.0,0.0,111.3,0.0,wasteland
4778,โฉนด,45018,750,1006.0,05L075,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,wasteland
4779,โฉนด,45064,771,963.0,05L076,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4780,โฉนด,45065,652,964.0,05L077,0.0,1.0,11.3,111.3,0.0,0.0,0.0,0.0,agriculture
4781,โฉนด,45019,753,1007.0,05L078,0.0,1.0,11.2,0.0,111.2,0.0,0.0,0.0,living
4782,โฉนด,30593,752,889.0,05L079,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,wasteland
4783,โฉนด,30594,751,890.0,05L080,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4784,โฉนด,45066,653,965.0,05L081,0.0,1.0,11.2,0.0,111.2,0.0,0.0,0.0,living
4785,โฉนด,67006,563,2948.0,05L082,0.0,1.0,2.5,0.0,102.5,0.0,0.0,0.0,living
4786,โฉนด,44948,655,994.0,05L083,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4787,โฉนด,44969,657,973.0,05L084,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,other
4788,โฉนด,30620,659,916.0,05L085,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,wasteland
4789,โฉนด,30621,661,917.0,05L086,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,wasteland
4790,โฉนด,44976,976,976.0,05L087,0.0,1.0,2.5,0.0,0.0,0.0,102.5,0.0,wasteland
4791,โฉนด,44947,654,993.0,05L088,0.0,1.0,2.5,0.0,102.5,0.0,0.0,0.0,living
4792,โฉนด,30619,656,915.0,05L089,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4793,โฉนด,44970,658,974.0,05L090,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4794,โฉนด,44971,660,975.0,05L091,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4795,โฉนด,44978,662,978.0,05L092,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,wasteland
4796,โฉนด,44977,760,977.0,05L093,0.0,1.0,2.5,0.0,0.0,0.0,102.5,0.0,wasteland
4797,โฉนด,30618,665,914.0,05L094,0.0,0.0,56.6,0.0,56.5,0.0,0.0,0.0,living
4798,โฉนด,85419,11,4531.0,05L095,0.0,0.0,61.3,0.0,61.3,0.0,0.0,0.0,living
4799,โฉนด,44968,750,984.0,05L096,0.0,0.0,64.5,0.0,64.5,0.0,0.0,0.0,living
4800,โฉนด,85420,12,4532.0,05L097,0.0,0.0,67.2,0.0,67.2,0.0,0.0,0.0,living
4801,โฉนด,84932,10,4705.0,05L100,0.0,1.0,8.1,0.0,108.1,0.0,0.0,0.0,living
4802,น.ส.3,1973,1873,43.0,05L101,0.0,1.0,7.0,0.0,107.0,0.0,0.0,0.0,living
4803,โฉนด,91463,27,4849.0,05L102,0.0,1.0,23.0,0.0,123.0,0.0,0.0,0.0,living
4804,โฉนด,131465,772,5521.0,05L105,0.0,1.0,1.6,0.0,0.0,0.0,0.0,101.6,misc
4805,โฉนด,122803,479,5252.0,05L108,3.0,1.0,65.7,0.0,0.0,0.0,1365.7,0.0,wasteland
4806,โฉนด,87923,20,4684.0,05L111,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,agriculture
4807,โฉนด,87918,21,4685.0,05L112,0.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,agriculture
4808,โฉนด,87927,22,4686.0,05L113,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,agriculture
4809,โฉนด,89263,25,4818.0,05L114,0.0,0.0,76.0,0.0,0.0,0.0,76.0,0.0,wasteland
4810,โฉนด,89262,26,4819.0,05L115,0.0,0.0,71.0,0.0,0.0,0.0,71.0,0.0,wasteland
4811,โฉนด,89063,23,4812.0,05L116,0.0,0.0,76.0,0.0,76.0,0.0,0.0,0.0,living
4812,โฉนด,87690,16,4786.0,05L118,0.0,1.0,25.0,0.0,125.0,0.0,0.0,0.0,living
4813,โฉนด,82212,9,4615.0,05L119,0.0,1.0,25.5,0.0,125.5,0.0,0.0,0.0,living
4814,โฉนด,87713,17,4639.0,05L120,0.0,1.0,27.0,0.0,127.0,0.0,0.0,0.0,living
4815,โฉนด,87712,18,4640.0,05L121,0.0,1.0,28.0,0.0,128.0,0.0,0.0,0.0,living
4816,โฉนด,121419,177,5177.0,05L123,0.0,0.0,71.6,0.0,71.6,0.0,0.0,0.0,living
4817,โฉนด,120848,170,5152.0,05L123/001,0.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,living
4818,โฉนด,89264,24,4817.0,05L124,0.0,1.0,65.0,0.0,165.0,0.0,0.0,0.0,living
4819,โฉนด,45061,754,1009.0,05L126,0.0,1.0,11.2,0.0,111.2,0.0,0.0,0.0,living
4820,โฉนด,45062,755,1010.0,05L127,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4821,โฉนด,30596,756,892.0,05L128,1.0,0.0,22.5,0.0,410.5,12.0,0.0,0.0,living
4822,โฉนด,30595,758,891.0,05L129,0.0,1.0,11.3,0.0,0.0,0.0,111.3,0.0,wasteland
4823,โฉนด,45063,757,1011.0,05L130,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,wasteland
4824,โฉนด,30615,759,911.0,05L131,0.0,1.0,2.7,0.0,102.7,0.0,0.0,0.0,living
4825,โฉนด,72184,197,3187.0,05L132,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4826,โฉนด,45108,741,979.0,05L133,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,living
4827,โฉนด,85502,15,4535.0,05L133/001,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,living
4828,โฉนด,45109,740,980.0,05L134,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,living
4829,โฉนด,85501,14,4534.0,05L134/001,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,living
4830,โฉนด,45081,199,1004.0,05L135,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,living
4831,โฉนด,87241,5,4656.0,05L135/001,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,living
4832,โฉนด,30617,195,6544.0,05L136,0.0,0.0,51.5,0.0,51.5,0.0,0.0,0.0,living
4833,โฉนด,85421,13,4533.0,05L136/001,0.0,0.0,51.5,0.0,51.5,0.0,0.0,0.0,living
4834,โฉนด,44967,194,983.0,05L137,0.0,1.0,42.5,0.0,142.5,0.0,0.0,0.0,living
4835,โฉนด,72186,945,3189.0,05L138,0.0,1.0,2.4,0.0,102.4,0.0,0.0,0.0,living
4836,โฉนด,72185,745,3188.0,05L139,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4837,โฉนด,30616,749,912.0,05L140,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4838,โฉนด,45110,770,981.0,05L141,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4839,โฉนด,45080,739,1003.0,05L142,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4840,โฉนด,45079,751,1002.0,05L143,0.0,1.0,3.0,0.0,0.0,0.0,103.0,0.0,wasteland
4841,โฉนด,44966,198,982.0,05L144,0.0,1.0,49.6,0.0,0.0,0.0,149.6,0.0,wasteland
4842,โฉนด,44835,759,970.0,05L145,0.0,1.0,65.4,0.0,165.4,0.0,0.0,0.0,living
4843,โฉนด,44836,760,971.0,05L146,0.0,1.0,16.0,0.0,0.0,0.0,116.0,0.0,wasteland
4844,โฉนด,45105,761,966.0,05L147,0.0,1.0,0.2,100.2,0.0,0.0,0.0,0.0,agriculture
4845,โฉนด,45106,762,967.0,05L148,0.0,1.0,15.5,0.0,115.5,0.0,0.0,0.0,living
4846,โฉนด,44837,773,972.0,05L149,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,living
4847,โฉนด,50946,772,1014.0,05L150,0.0,1.0,9.6,0.0,109.6,0.0,0.0,0.0,living
4848,โฉนด,30597,771,893.0,05L151,0.0,1.0,16.0,0.0,116.0,0.0,0.0,0.0,living
4849,โฉนด,30598,770,894.0,05L152,0.0,1.0,0.2,0.0,100.2,0.0,0.0,0.0,living
4850,โฉนด,45107,769,968.0,05L153,0.0,1.0,15.5,0.0,0.0,0.0,115.5,0.0,wasteland
4851,โฉนด,44742,764,959.0,05L154,0.0,0.0,55.0,0.0,55.0,0.0,0.0,0.0,living
4852,โฉนด,75372,16,3890.0,05L154/001,0.0,0.0,45.4,0.0,45.4,0.0,0.0,0.0,living
4853,โฉนด,44741,765,958.0,05L155,0.0,1.0,2.0,0.0,102.0,0.0,0.0,0.0,living
4854,โฉนด,39294,678,934.0,05L156,0.0,1.0,2.0,0.0,0.0,102.0,0.0,0.0,other
4855,โฉนด,30612,742,908.0,05L157,0.0,2.0,0.5,0.0,200.5,0.0,0.0,0.0,living
4856,ไม่ระบุ,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,unknown
4857,โฉนด,45101,743,995.0,05L158,0.0,1.0,0.2,0.0,100.2,0.0,0.0,0.0,living
4858,โฉนด,45102,744,996.0,05L159,0.0,1.0,0.2,0.0,100.2,0.0,0.0,0.0,living
4859,โฉนด,30613,684,909.0,05L160,0.0,2.0,0.9,0.0,200.9,0.0,0.0,0.0,living
4860,โฉนด,44919,752,1008.0,05L161,0.0,1.0,78.1,0.0,178.1,0.0,0.0,0.0,living
4861,โฉนด,30614,748,910.0,05L162,0.0,1.0,72.4,0.0,172.4,0.0,0.0,0.0,living
4862,โฉนด,30611,768,907.0,05L163,0.0,1.0,0.5,0.0,100.5,0.0,0.0,0.0,living
4863,โฉนด,44740,767,957.0,05L164,0.0,1.0,0.2,0.0,100.2,0.0,0.0,0.0,living
4864,โฉนด,39295,766,935.0,05L165,0.0,0.0,50.1,0.0,50.1,0.0,0.0,0.0,living
4865,โฉนด,85402,946,4710.0,05L165/001,0.0,0.0,50.1,0.0,50.1,0.0,0.0,0.0,living
4866,โฉนด,45103,196,997.0,05L166,0.0,1.0,0.2,0.0,100.2,0.0,0.0,0.0,living
4867,โฉนด,45104,746,998.0,05L167,0.0,1.0,0.3,0.0,0.0,0.0,100.3,0.0,wasteland
4868,โฉนด,44912,774,947.0,05L168,0.0,1.0,11.9,0.0,0.0,0.0,111.9,0.0,wasteland
4869,โฉนด,44913,775,948.0,05L169,0.0,1.0,2.6,0.0,102.6,0.0,0.0,0.0,living
4870,โฉนด,44914,776,949.0,05L170,0.0,1.0,11.8,0.0,0.0,0.0,111.8,0.0,wasteland
4871,โฉนด,30600,777,6466.0,05L171,1.0,2.0,62.6,0.0,0.0,0.0,662.6,0.0,wasteland
4872,โฉนด,30607,778,903.0,05L172,0.0,1.0,0.7,0.0,0.0,100.7,0.0,0.0,other
4873,โฉนด,96449,38,5772.0,05L172/001,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4874,โฉนด,45078,6506,992.0,05L173,0.0,1.0,0.2,0.0,100.2,0.0,0.0,0.0,living
4875,โฉนด,30608,780,904.0,05L174,0.0,1.0,0.2,0.0,100.2,0.0,0.0,0.0,living
4876,โฉนด,44847,781,961.0,05L175,0.0,1.0,0.2,0.0,100.2,0.0,0.0,0.0,living
4877,โฉนด,44848,689,962.0,05L176,0.0,1.0,0.2,0.0,100.2,0.0,0.0,0.0,living
4878,โฉนด,30610,747,906.0,05L177,0.0,1.0,0.9,0.0,100.9,0.0,0.0,0.0,living
4879,โฉนด,44975,753,6463.0,05L178,0.0,1.0,70.4,0.0,0.0,0.0,170.4,0.0,wasteland
4880,โฉนด,39293,785,937.0,05L179,0.0,1.0,0.4,0.0,100.4,0.0,0.0,0.0,living
4881,โฉนด,39292,784,936.0,05L180,0.0,1.0,0.2,0.0,100.2,0.0,0.0,0.0,living
4882,โฉนด,45077,783,991.0,05L181,0.0,2.0,0.5,0.0,200.5,0.0,0.0,0.0,living
4883,โฉนด,30609,782,905.0,05L182,0.0,2.0,0.5,0.0,200.5,0.0,0.0,0.0,living
4884,โฉนด,44973,754,985.0,05L183,0.0,1.0,0.9,0.0,100.9,0.0,0.0,0.0,living
4885,โฉนด,44974,755,986.0,05L184,0.0,1.0,67.1,0.0,0.0,0.0,167.1,0.0,wasteland
4886,โฉนด,44915,787,950.0,05L185,0.0,0.0,80.4,0.0,80.4,0.0,0.0,0.0,living
4887,โฉนด,44916,786,6304.0,05L186,0.0,0.0,44.7,0.0,44.7,0.0,0.0,0.0,living
4888,โฉนด,71607,8,3160.0,05L186/001,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,living
4889,โฉนด,139261,1006,6305.0,05L186/002,0.0,0.0,44.8,0.0,44.8,0.0,0.0,0.0,living
4890,โฉนด,139262,1007,6306.0,05L186/003,0.0,0.0,44.8,0.0,44.8,0.0,0.0,0.0,living
4891,โฉนด,45020,789,988.0,05L187,0.0,1.0,0.4,100.4,0.0,0.0,0.0,0.0,agriculture
4892,โฉนด,45021,792,989.0,05L188,0.0,1.0,0.2,100.2,0.0,0.0,0.0,0.0,agriculture
4893,โฉนด,30604,793,900.0,05L189,0.0,2.0,2.5,0.0,202.5,0.0,0.0,0.0,living
4894,โฉนด,44834,795,953.0,05L190,0.0,1.0,0.2,0.0,0.0,0.0,100.2,0.0,wasteland
4895,โฉนด,44738,796,6543.0,05L191,0.0,1.0,0.2,0.0,0.0,0.0,100.2,0.0,wasteland
4896,โฉนด,44739,798,956.0,05L192,0.0,1.0,0.2,0.0,0.0,100.2,0.0,0.0,other
4897,โฉนด,30605,799,901.0,05L193,0.0,2.0,0.9,0.0,190.9,10.0,0.0,0.0,living
4898,โฉนด,45022,790,990.0,05L194,0.0,1.0,0.4,0.0,100.4,0.0,0.0,0.0,living
4899,โฉนด,30603,791,899.0,05L195,0.0,1.0,0.3,100.3,0.0,0.0,0.0,0.0,agriculture
4900,โฉนด,44833,794,952.0,05L196,0.0,1.0,0.2,0.0,100.2,0.0,0.0,0.0,living
4901,โฉนด,44737,797,954.0,05L197,0.0,0.0,29.7,0.0,29.7,0.0,0.0,0.0,living
4902,โฉนด,65525,63,1147.0,05L197/001,0.0,0.0,23.2,0.0,23.2,0.0,0.0,0.0,living
4903,โฉนด,65524,62,1146.0,05L197/002,0.0,0.0,23.6,0.0,23.6,0.0,0.0,0.0,living
4904,โฉนด,65523,61,1145.0,05L197/003,0.0,0.0,23.2,0.0,23.2,0.0,0.0,0.0,living
4905,โฉนด,65522,60,6524.0,05L197/004,0.0,0.0,23.2,0.0,23.2,0.0,0.0,0.0,living
4906,โฉนด,65521,59,1143.0,05L197/005,0.0,0.0,23.2,0.0,23.2,0.0,0.0,0.0,living
4907,โฉนด,65520,58,1142.0,05L197/006,0.0,0.0,23.3,0.0,19.3,4.0,0.0,0.0,living
